col0 col1
190.65126909271464 0.4281175981696135
191.31674534636934 0.23374692506669553
191.3040013211361 0.32567793474426715
191.75625402363343 -0.5512512664345037
190.93443712471233 0.22234333836586156
191.41077691534312 0.3865408437199745
188.99540502935673 0.4244902498056966
191.87820784915795 0.14855110174241576
192.19495471289628 0.11221190366615946
190.40306818230238 0.2919498544188629
190.63760789640764 0.42881982854412587
190.9341481932266 0.22961073954528138
192.04732263223264 0.21058818929616951
191.60572084252465 0.0775084751443007
191.63600141796823 0.21997894350068542
191.9719162094433 0.1196291659698254
191.67675102095833 0.5623540998774093
190.65955304253433 0.237035821639828
190.54417683606835 0.37772784222279737
190.77758100481856 0.25172092994052125
191.63577642768516 0.1999329638781746
191.99842798973256 0.03879714113408422
191.84195639107946 0.20880609705733558
190.96189563770346 0.38509803944288445
191.62110508053786 0.16598168472009217
191.53113412947386 0.16176450232843131
191.47524401958412 -0.01022473134093868
190.1554780689051 0.4339228008388874
191.44468691685685 0.4038480334439357
191.31631162030214 0.3799439130077217
192.25491748842535 0.2236055941674486
191.67999325151376 0.025394389677595164
192.4116101022233 0.33500610937358355
191.49385217242136 0.33327404512160846
192.20793305017335 0.14468564202598216
192.24329101471196 0.2585273277637941
191.01668531188216 0.33700260411635596
191.07277964167005 0.19745544747259725
191.2578144454514 -0.33641909232570905
191.23388472712043 0.12518200074823474
190.0210258772062 0.25661847649699543
191.7758704236894 0.2213288831423838
191.09672982306068 -0.15094390943965275
191.98242404422285 0.43051219924740214
190.95232422424914 0.14251595715155532
191.47978371346454 0.31486078295516456
190.58083791558948 0.3423759542242016
191.53333565030425 0.3967980085003872
190.48448841512334 0.42533224996408514
190.9493834705402 0.37611047932103303
190.5182372674337 0.5214710119982955
191.1654950757861 0.2845301832145386
191.83527363856007 0.354275035800767
191.75625402363343 -0.5512512664345037
190.93443712471233 0.22234333836586156
191.15810476679047 0.4247386936455322
188.99540502935673 0.4244902498056966
192.2480668070799 0.1273750723255665
192.73417666430646 0.35592913096262524
190.48841396389614 0.3417549586972636
190.63760789640764 0.42881982854412587
190.94552441817808 0.2933592588803211
192.30962389073133 0.17846211166478612
191.60572084252465 0.0775084751443007
191.5275409876218 0.27424989477830003
191.90758361647437 -0.08049621821192532
191.6765345503099 0.5653862227865769
190.6713108752431 0.13428124181685608
190.54417683606835 0.37772784222279737
190.77758100481856 0.25172092994052125
191.6485398971823 0.14955128615932178
191.91727826236337 -0.002217729632432913
192.06781542474747 0.19575520917136124
190.96189563770346 0.38509803944288445
192.11528180698184 0.21805088533730815
191.52993675865312 0.1992488912622686
191.8144338253183 0.061489211757511736
189.98131953822124 0.4444672743656593
191.51600832815464 0.417128435913085
191.31631162030214 0.3799439130077217
191.93700569079834 0.13795344237340984
191.67999325151376 0.025394389677595164
192.955611962546 0.36273345683688984
190.88633289487765 0.39386614305609813
192.20793305017335 0.14468564202598216
192.29430698110306 0.26787496564469704
191.06021058043757 0.3316639449724662
191.20813391609204 0.18691574051658785
191.0205226566304 -0.10896644089344593
190.90545669071335 0.09057700136055756
190.0210258772062 0.25661847649699543
191.91125667504315 0.19138959096950783
191.26412376468735 -0.30850453264718203
191.98242404422285 0.43051219924740214
190.5234378039965 0.12204641673249868
191.47387974879425 0.3058274124862339
190.54849674809708 0.3407239690620131
191.53333565030425 0.3967980085003872
190.020726069272 0.464416518010862
191.39311745615422 0.365123792913557
190.93705056336648 0.44662614183319665
191.05693196672294 0.2945946789857837
191.49055485283571 0.5481501911603812
191.75625402363343 -0.5512512664345037
191.03984014655614 0.2301668849987675
191.19648623490482 0.4324930041222719
189.75882555730172 0.4091976153509709
192.2480668070799 0.1273750723255665
192.73417666430646 0.35592913096262524
