col0 col1
-1.0010079829458651 -0.8592756188030302
-1.0215308092762 -0.8582425091589081
-1.0215308092762 -0.8582425091589081
-1.0887130792555242 -0.8395191907654317
-1.1043271136094528 -0.8528297347628392
-1.1043271136094528 -0.8528297347628392
-1.1043271136094528 -0.8528297347628392
-1.1043459368481625 -0.852722631870568
-1.1043459368481625 -0.852722631870568
-1.1043459368481625 -0.852722631870568
-1.1052096857687883 -0.8520687373631671
-1.1052096857687883 -0.8520687373631671
-1.1052096857687883 -0.8520687373631671
-1.1052096857687883 -0.8520687373631671
-1.1264425773251456 -0.8736699647717842
-1.1264425773251456 -0.8736699647717842
-1.1264425773251456 -0.8736699647717842
-1.1324762585795096 -0.8850630774980525
-1.1324762585795096 -0.8850630774980525
-1.1315389456401905 -0.8846267011576716
-1.1353373909079727 -0.8829427624529214
-1.1356541548092904 -0.8825685863977706
-1.143428451231446 -0.8824390931942986
-1.143428451231446 -0.8824390931942986
-1.142958505637533 -0.8876899996492719
-1.142958505637533 -0.8876899996492719
-1.1431175638905278 -0.8879231046639339
-1.146922731817898 -0.8934997013434568
-1.146138343621983 -0.8834639015682056
-1.1444235396792075 -0.8821440069792486
-1.1444235396792075 -0.8821440069792486
-1.1451122028404443 -0.8770609000189191
-1.1534719507362219 -0.8780603677999248
-1.1517961893651616 -0.8770444336078927
-1.1501167864659603 -0.8746609604586468
-1.1644746676789572 -0.8696785740545904
-1.1644746676789572 -0.8696785740545904
-1.1754071949894753 -0.8579357449544353
-1.17545530977612 -0.8591434812651328
-1.1678951622847606 -0.8658103121807427
-1.164094173837745 -0.8734159764189136
-1.1792124644644815 -0.8704974308322181
-1.1792124644644815 -0.8704974308322181
-1.1792124644644815 -0.8704974308322181
-1.175970666114963 -0.870236000344146
-1.1737981752367666 -0.8703220424287883
-1.1737981752367666 -0.8703220424287883
-1.1747597722510563 -0.8706779768401833
-1.1888579981562521 -0.8613739094665979
-1.1744588458691703 -0.8664970469168559
-1.1795974786349082 -0.8659074267823321
-1.173113087468764 -0.8716207601097592
-1.173113087468764 -0.8716207601097592
-1.1731017683419003 -0.8713857502445969
-1.1701625047487674 -0.8727290645734094
-1.1701625047487674 -0.8727290645734094
-1.1695967976404111 -0.8728446422530621
-1.173125449705689 -0.870039958265794
-1.1677174331079372 -0.8716234985297342
-1.166111400236416 -0.8742083918832958
-1.166111400236416 -0.8742083918832958
-1.1801873591147174 -0.8668189845209444
-1.180193517111163 -0.8668152986694115
-1.180193517111163 -0.8668152986694115
-1.1803172599503369 -0.866733224442526
-1.1702107219383613 -0.8704484012552939
-1.1734370468378807 -0.8646932416109127
-1.1601381642266841 -0.8769414438374701
-1.1597583227844392 -0.8793591851643676
-1.168210971618309 -0.8763061001828345
-1.1716472817461379 -0.8772604836219293
-1.1716472817461379 -0.8772604836219293
-1.1722178231435918 -0.8836492800714225
-1.1722178231435918 -0.8836492800714225
-1.1714708592686394 -0.8818536029395351
-1.1661581420930744 -0.8807016038604875
-1.1631105579026386 -0.8777771862713877
-1.1639291367384716 -0.8808439762785011
-1.1639291367384716 -0.8808439762785011
-1.1640753436853024 -0.8822021993774856
-1.1716554359604399 -0.8815022583228517
-1.1798504354235921 -0.8830056653483024
-1.1798504354235921 -0.8830056653483024
-1.1822923160993517 -0.8813116738619559
-1.1794799930851403 -0.8823530975200363
-1.1769818847590359 -0.8811903035926154
-1.1671642268446367 -0.880010774290199
-1.1671642268446367 -0.880010774290199
-1.1658534280783774 -0.8795526763403914
-1.1696271645985306 -0.876171280322589
-1.1689865668463413 -0.8761421934470698
-1.1704626240802216 -0.8816376017354647
-1.1704626240802216 -0.8816376017354647
-1.1751443032327762 -0.8792411220256162
-1.1782812385907044 -0.8787466832960971
-1.1782812385907044 -0.8787466832960971
-1.1782812385907044 -0.8787466832960971
-1.1782812385907044 -0.8787466832960971
-1.1782812385907044 -0.8787466832960971
-1.191368780794573 -0.8890305606750333
-1.1895948874557547 -0.8897456913669147
-1.1847052418814668 -0.8882788051632702
-1.189208881741304 -0.8881372634117809
-1.189208881741304 -0.8881372634117809
-1.184795771298191 -0.8805801367814867
-1.1818292352363358 -0.8757401453354541
-1.1861791400478932 -0.8757820543278929
-1.1861791400478932 -0.8757820543278929
-1.1869281016651327 -0.8760040756481836
-1.1982437349678143 -0.8757439025358356
-1.1982437349678143 -0.8757439025358356
-1.1910325995286226 -0.8771269722708019
-1.1910325995286226 -0.8771269722708019
-1.1910325995286226 -0.8771269722708019
-1.1938430630108356 -0.8742723572404939
-1.1906931209942306 -0.8748191437071058
-1.1923817006773698 -0.8747780083635993
-1.1923817006773698 -0.8747780083635993
-1.1915734117316221 -0.8747689323438463
-1.1915734117316221 -0.8747689323438463
-1.1786232062730893 -0.8817447074819909
-1.1786232062730893 -0.8817447074819909
-1.1786232062730893 -0.8817447074819909
-1.1816072277696568 -0.8817850486891663
-1.183033466896642 -0.8828992078446065
-1.183033466896642 -0.8828992078446065
-1.183033466896642 -0.8828992078446065
-1.183033466896642 -0.8828992078446065
-1.183033466896642 -0.8828992078446065
-1.1970462342562307 -0.8898306262550643
-1.1970462342562307 -0.8898306262550643
-1.1897333913368917 -0.888279110181257
-1.1897333913368917 -0.888279110181257
-1.170455773670014 -0.883800337005306
-1.1706412724934756 -0.886669930475918
-1.1706412724934756 -0.886669930475918
-1.1704298228737473 -0.8863073203440179
-1.168085556734293 -0.8906946143999711
-1.1677657680329374 -0.8907151881872807
-1.168694715592218 -0.8928871867906418
-1.170537669703672 -0.8955827076958515
-1.170537669703672 -0.8955827076958515
-1.1743084945396505 -0.8994876945118161
-1.1730519810688875 -0.8991364512036615
-1.1617740829165037 -0.8893243290774524
-1.1629398765590897 -0.8917267485774228
-1.1667817873017943 -0.882383697532192
-1.1704176407930258 -0.8776661917842198
-1.1705965092989186 -0.8774072195238534
-1.1938434448171087 -0.8939283343577503
-1.195395798538108 -0.8952942439238545
-1.1921475700937352 -0.8946997988480475
-1.1833724776903751 -0.8941979734999638
-1.1743537213218913 -0.8867003178023515
-1.17689905592841 -0.8853958525092158
-1.1906782081075713 -0.8943164296087572
-1.1833551992376 -0.8930674125153125
-1.1676609177965576 -0.8893156134762127
-1.1731949152111607 -0.8842012831953149
-1.1787182144706452 -0.8805701390034674
-1.1728639613572354 -0.867630081882083
-1.1728639613572354 -0.867630081882083
-1.1730042035913266 -0.86943967941235
-1.1675309745718756 -0.8721733713922422
-1.1870565579244843 -0.8747777403053157
-1.1870565579244843 -0.8747777403053157
-1.1870565579244843 -0.8747777403053157
-1.1694309126982763 -0.876936356593328
-1.1888050725978578 -0.8832370398746847
-1.1888050725978578 -0.8832370398746847
-1.1632329624196298 -0.8855922096578173
-1.164340006940553 -0.8869629529918862
-1.1637141233873611 -0.8848359361596158
-1.1673016178893052 -0.884082477034851
-1.1654827218368706 -0.8835146270617505
-1.1647997396703265 -0.8838027316907014
-1.1546061504289378 -0.8681124814111881
-1.1526079237773432 -0.8708868496679212
-1.1533136977829017 -0.8673642626079696
-1.1618578257744552 -0.8778326861484749
-1.1608448669976446 -0.8822017254241665
-1.1655960057351242 -0.883990240711363
-1.168567020786134 -0.8856370865493576
-1.1702296656035849 -0.8792698324419249
