col0 col1
-2.1878583406121193 -0.37058727237130445
-2.4339091511858073 -0.5240974828914846
-2.256995284549572 -0.5064710634440424
-2.1041136896511614 -0.28892500971387114
-2.2200217195924714 -0.44413583882526825
-2.3192440464481887 -0.3575816587408827
-2.2610875238300916 -0.24787290773142562
-2.1268192320154706 -0.39516310196481863
-2.2683219677191016 -0.316825068410333
-2.255505157990071 -0.4063769899760034
-2.371257041704284 -0.3154988805559464
-2.266242568166096 -0.39310112234909167
-2.616936340506006 -0.370027415551138
-2.320046086073504 -0.49234628060185925
-2.2661436373853165 -0.3868259132300608
-2.3433569857813805 -0.3414064872090979
-2.501713501902795 -0.26351279290914914
-2.358456073148345 -0.4862473486662739
-2.3359117652745542 -0.36364900212676776
-2.2123863827702888 -0.46079296666276376
-2.34214844095157 -0.3872772251114664
-2.523457656352413 -0.34560262356435745
-2.3073877279014554 -0.43853421782275903
-2.283522102012443 -0.3870725789192427
-2.4024283687880015 -0.40264229946264657
-2.280838577829668 -0.3542187024944137
-2.3033696113372293 -0.4369648112718233
-2.2187523064000443 -0.3363722705022442
-2.381176938743534 -0.34175433389128834
-2.2870716491563763 -0.3901004295687975
-2.317474829316253 -0.43465361734170904
-2.3015077541590734 -0.3372935560220376
-2.4082736558415516 -0.3727961009695828
-2.342050185408801 -0.3431047453790999
-2.289004547869015 -0.506033685468823
-2.513480314133302 -0.38533258818179017
-2.2889828116799484 -0.4203377861316133
-2.217760317414689 -0.332387340745344
-2.3707569519089136 -0.4100504165025904
-2.333779921636745 -0.4403371138672395
-2.1139773086047535 -0.3909295312484317
-2.3956968543334636 -0.26277288083995937
-2.230527634938443 -0.489934619299234
-2.3983880268585387 -0.4723836729481073
-2.1375725265923946 -0.4824782253927635
-2.2769032209788027 -0.36184819649350153
-2.283456713746334 -0.394944080447025
-2.2823375905228365 -0.36859834114887746
-2.502233191852513 -0.39606558413066184
-2.319376989517451 -0.42978284552128676
-2.2508175429518404 -0.398924744650602
-2.4165422249654886 -0.53871675067458
-2.2273859575352852 -0.506875648434577
-2.1041136896511614 -0.28892500971387114
-2.2232560890042086 -0.43561062254614613
-2.322619676302784 -0.3294006823238803
-2.2769655172947014 -0.34639098333022056
-2.017419749740335 -0.38562986409576755
-2.2752480538486504 -0.2985691505773378
-2.260593104872537 -0.4355256924497071
-2.364272295394462 -0.3221007537771597
-2.269575005514637 -0.48698274487436843
-2.50848418854034 -0.4065428704139329
-2.3150319189711674 -0.4928309043144532
-2.2676516265731728 -0.38845003297557196
-2.376346420865583 -0.2935081096475063
-2.4590812251054635 -0.2965799286584133
-2.358456073148345 -0.4862473486662739
-2.3359117652745542 -0.36364900212676776
-2.211442848840568 -0.3975941170404132
-2.3484708511470234 -0.4256475851157817
-2.523457656352413 -0.34560262356435745
-2.308982460331879 -0.4453135995162971
-2.301987557146717 -0.5016450599408113
-2.4024283687880015 -0.40264229946264657
-2.2571437718260103 -0.2775243831272447
-2.292798994204022 -0.4274609148828893
-2.2187523064000443 -0.3363722705022442
-2.3457226740257666 -0.35996877520208614
-2.2143666199511864 -0.359449121322567
-2.3272491945427474 -0.39237381365223883
-2.301698961798297 -0.3377165598228158
-2.5134331956264053 -0.33294496237969945
-2.214967603954734 -0.35975198873453784
-2.3827449552194238 -0.5475923564247295
-2.505391823964831 -0.3898073867100213
-2.2842703987762163 -0.42719612398146095
-2.2104077847951844 -0.328264488403685
-2.3639827615782254 -0.401029600632286
-2.3855432935855028 -0.4316145415897429
-2.1139773086047535 -0.3909295312484317
-2.3956968543334636 -0.26277288083995937
-2.2370241302675127 -0.5003704265125054
-2.382482179616332 -0.4581588782320841
-2.1375725265923946 -0.4824782253927635
-2.2368181601539114 -0.360624892238079
-2.2980335468737225 -0.4082499194261028
-2.2823375905228365 -0.36859834114887746
-2.5228366008135814 -0.4087271191353248
-2.342186151690141 -0.440049081063709
-2.2522458210471727 -0.3973629500255035
-2.4165422249654886 -0.53871675067458
-2.2273859575352852 -0.506875648434577
-2.1041136896511614 -0.28892500971387114
-2.280999981646888 -0.4625000874549895
-2.321966889555916 -0.3374803604148376
-2.2816337865664353 -0.2575851983173497
-2.0733773797100934 -0.37802600728600855
-2.2748617852097257 -0.2878137110418874
-2.2638348594024653 -0.4255478963433829
-2.364272295394462 -0.3221007537771597
